tendencia;claseterapeutica;corporacion;producto;fechalanzamiento;presentacion;moleculan1;fecini;fecend;tipo
ALTA;A06A  DROGAS PARA CONSTIPACION;GENOMA LAB INT;PLANTAG PSYLL GIMM;2009-08-01;PLANTAG PSYLL GIMM POLVO 400GR;PLANTAGO PSYLLIUM;2015-12-01;2016-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;GENOMA LAB INT;PLANTAG PSYLL GIMM;2009-08-01;PLANTAG PSYLL GIMM POLVO 400GR;PLANTAGO PSYLLIUM;2016-04-01;2016-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;MEX AMERICA;LAGENBACH;1985-01-01;LAGENBACH TABL 8.60 MG 25;CASSIA ANGUSTIFOLIA + SENOSIDOS A Y B;2014-08-01;2014-12-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;MEX AMERICA;LAGENBACH;1985-01-01;LAGENBACH TABL 8.60 MG 25;CASSIA ANGUSTIFOLIA + SENOSIDOS A Y B;2018-04-01;2018-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;MEX AMERICA;LAGENBACH;1985-01-01;LAGENBACH TABL 8.60 MG 25;CASSIA ANGUSTIFOLIA + SENOSIDOS A Y B;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;ARMSTRONG;MODATON;1977-02-01;MODATON GRAG. 25;DANTRON + DEXTROPANTOTENATO DE CALCIO;2016-12-01;2017-04-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;SANOFI CORP;DULCOLAX;2010-10-01;DULCOLAX CAPS BLISTER 30;PICOSULFATO DE SODIO;2014-04-01;2014-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;SANOFI CORP;DULCOLAX;2010-10-01;DULCOLAX CAPS BLISTER 30;PICOSULFATO DE SODIO;2014-12-01;2015-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;SANOFI CORP;DULCOLAX;2010-10-01;DULCOLAX CAPS BLISTER 30;PICOSULFATO DE SODIO;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;SANOFI CORP;DULCOLAX;2010-10-01;DULCOLAX CAPS BLISTER 30;PICOSULFATO DE SODIO;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;COLLINS;FIBROMUCIL;1995-05-01;FIBROMUCIL POLVO NARANJ 250 G;PLANTAGO PSYLLIUM;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;COLLINS;FIBROMUCIL;1995-05-01;FIBROMUCIL POLVO NARANJ 250 G;PLANTAGO PSYLLIUM;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;COLLINS;FIBROMUCIL;1995-05-01;FIBROMUCIL POLVO NARANJ 250 G;PLANTAGO PSYLLIUM;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;COLLINS;FIBROMUCIL;1995-05-01;FIBROMUCIL POLVO NARANJ 250 G;PLANTAGO PSYLLIUM;2018-08-01;2018-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;FARMACOS CONTINENTALES;MOTILAXIL;2008-10-01;MOTILAXIL GTS 7.5 MG /ML 30 ML;PICOSULFATO DE SODIO;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;FARMACOS CONTINENTALES;MOTILAXIL;2008-10-01;MOTILAXIL GTS 7.5 MG /ML 30 ML;PICOSULFATO DE SODIO;2018-08-01;2018-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;BAUSCH HEALTH;REGULACT;1996-01-01;REGULACT POLVO SOBRES 5 G 15;LACTULOSA;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;BAUSCH HEALTH;REGULACT;1996-01-01;REGULACT POLVO SOBRES 5 G 15;LACTULOSA;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;GRISI CORP.;CIRUELAX;2005-06-01;CIRUELAX COMP BLIST 25 4;CASSIA ANGUSTIFOLIA;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;GRISI CORP.;CIRUELAX;2005-06-01;CIRUELAX COMP BLIST 25 4;CASSIA ANGUSTIFOLIA;2017-04-01;2017-08-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;GRISI CORP.;CIRUELAX;2005-06-01;CIRUELAX COMP BLIST 25 4;CASSIA ANGUSTIFOLIA;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;GRISI CORP.;CIRUELAX;2005-06-01;CIRUELAX COMP BLIST 25 4;CASSIA ANGUSTIFOLIA;2018-08-01;2018-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;BIOMEP S.A. DE C.V.;LAXADEL;2011-04-01;LAXADEL POLVO NJA 400 G;PLANTAGO PSYLLIUM;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;BIOMEP S.A. DE C.V.;LAXADEL;2011-04-01;LAXADEL POLVO NJA 400 G;PLANTAGO PSYLLIUM;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;JOHNSON+JOHNSON CO;RESOTRANS;2012-05-01;RESOTRANS TABL 1 MG 14;PRUCALOPRIDA;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;GLAXO SMITHKLINE CORP.;SENOKOT;2009-04-01;SENOKOT TABL NATURAL 8.6 MG 60;SENOSIDOS A Y B;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;GLAXO SMITHKLINE CORP.;SENOKOT;2009-04-01;SENOKOT TABL NATURAL 8.6 MG 60;SENOSIDOS A Y B;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;GLAXO SMITHKLINE CORP.;SENOKOT;2009-04-01;SENOKOT TABL NATURAL 8.6 MG 60;SENOSIDOS A Y B;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;GLAXO SMITHKLINE CORP.;SENOKOT;2009-04-01;SENOKOT TABL NATURAL 8.6 MG 60;SENOSIDOS A Y B;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;GLAXO SMITHKLINE CORP.;SENOKOT;1966-07-01;SENOKOT TABL 187 MG 60;SENOSIDOS A Y B;2016-04-01;2016-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;GLAXO SMITHKLINE CORP.;SENOKOT;2002-09-01;SENOKOT TAB MAST CHO 18;SENOSIDOS A Y B;2016-12-01;2017-04-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;PLANTAGO PSYLLIUM;2006-12-01;PLANTAGO PSYLLIUM PVO NJA 230 G;PLANTAGO PSYLLIUM;2014-04-01;2014-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;PLANTAGO PSYLLIUM;2006-12-01;PLANTAGO PSYLLIUM PVO NJA 230 G;PLANTAGO PSYLLIUM;2014-08-01;2014-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;COLLINS;FIBROMUCIL;1995-05-01;FIBROMUCIL POLVO NATURA 250 G;PLANTAGO PSYLLIUM;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;COLLINS;FIBROMUCIL;1995-05-01;FIBROMUCIL POLVO NATURA 250 G;PLANTAGO PSYLLIUM;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;TAKEDA;FLEET;2004-12-01;FLEET SOL ENE AD+ FOS/ SO 133 ML;FOSFATO DE SODIO;2014-04-01;2014-08-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;TAKEDA;FLEET;2004-12-01;FLEET SOL ENE AD+ FOS/ SO 133 ML;FOSFATO DE SODIO;2016-04-01;2016-08-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;TAKEDA;FLEET;2004-12-01;FLEET SOL ENE AD+ FOS/ SO 133 ML;FOSFATO DE SODIO;2018-04-01;2018-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;SANOFI CORP;NATURETTI;1993-07-01;NATURETTI JALEA 300 G;CASSIA FISTULA + SENNA + TAMARINDUS INDICA;2016-04-01;2016-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;PLANTAGO PSYLLIUM;1998-12-01;PLANTAGO PSYLLIUM POLVO NATURA 49.7 % 400 G;PLANTAGO PSYLLIUM;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;PLANTAGO PSYLLIUM;1998-12-01;PLANTAGO PSYLLIUM POLVO NATURA 49.7 % 400 G;PLANTAGO PSYLLIUM;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;PLANTAGO PSYLLIUM;1998-12-01;PLANTAGO PSYLLIUM POLVO NATURA 49.7 % 400 G;PLANTAGO PSYLLIUM;2016-04-01;2016-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;ULTRA LABORATORIOS;SENOSIDOS AB G.I U;2008-02-01;SENOSIDOS AB G.I U TABL 8.6 MG 20;SENOSIDOS A Y B;2014-04-01;2014-08-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;ULTRA LABORATORIOS;SENOSIDOS AB G.I U;2008-02-01;SENOSIDOS AB G.I U TABL 8.6 MG 20;SENOSIDOS A Y B;2016-04-01;2016-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;ULTRA LABORATORIOS;SENOSIDOS AB G.I U;2008-02-01;SENOSIDOS AB G.I U TABL 8.6 MG 20;SENOSIDOS A Y B;2017-04-01;2017-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;NOVAG INFANCIA, S.A. DE C.V.;PLANTAGO PSYLL G.I;2013-10-01;PLANTAGO PSYLL G.I PVO NJA/PI�A 400 G;PLANTAGO PSYLLIUM;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;NOVAG INFANCIA, S.A. DE C.V.;PLANTAGO PSYLL G.I;2013-10-01;PLANTAGO PSYLL G.I PVO NJA/PI�A 400 G;PLANTAGO PSYLLIUM;2017-04-01;2017-08-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;NOVAG INFANCIA, S.A. DE C.V.;PLANTAGO PSYLL G.I;2013-10-01;PLANTAGO PSYLL G.I PVO NJA/PI�A 400 G;PLANTAGO PSYLLIUM;2018-08-01;2018-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;NAFAR LABORATORIOS SA DE CV;PSYLLIU PLAN G.I N;2011-03-01;PSYLLIU PLAN G.I N PVO NATURAL 400 G;PLANTAGO PSYLLIUM;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;NAFAR LABORATORIOS SA DE CV;PSYLLIU PLAN G.I N;2011-03-01;PSYLLIU PLAN G.I N PVO NATURAL 400 G;PLANTAGO PSYLLIUM;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;LOEFFLER;ESTRIN;2006-03-01;ESTRIN SUP AD 10;GLICEROL;2015-04-01;2015-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;SANOFI CORP;DULCOLAX;2008-10-01;DULCOLAX GRAG 10;BISACODILO;2018-08-01;2018-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;GRISI CORP.;CIRUELAX;2009-01-01;CIRUELAX COM 24;CASSIA ANGUSTIFOLIA;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;JOHNSON+JOHNSON CO;MICROLAX;1976-03-01;MICROLAX ENEMA 4 5 ML;CITRATO DE SODIO + LAURILSULFATO;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;JOHNSON+JOHNSON CO;MICROLAX;1976-03-01;MICROLAX ENEMA 4 5 ML;CITRATO DE SODIO + LAURILSULFATO;2017-04-01;2017-08-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;JOHNSON+JOHNSON CO;MICROLAX;1976-03-01;MICROLAX ENEMA 4 5 ML;CITRATO DE SODIO + LAURILSULFATO;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;JOHNSON+JOHNSON CO;MICROLAX;1976-03-01;MICROLAX ENEMA 4 5 ML;CITRATO DE SODIO + LAURILSULFATO;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;AVIVIA PHARMA S.A. DE C.V.;SENOSID A-B GI AVI;2017-01-01;SENOSID A-B GI AVI TABL 8.6 MG 60;SENOSIDOS A Y B;2017-04-01;2017-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;AVIVIA PHARMA S.A. DE C.V.;SENOSID A-B GI AVI;2017-01-01;SENOSID A-B GI AVI TABL 8.6 MG 60;SENOSIDOS A Y B;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2016-11-01;SENOSIDOS A.B G.I TABL 187 MG 60;SENOSIDOS A Y B;2016-12-01;2017-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2016-11-01;SENOSIDOS A.B G.I TABL 187 MG 60;SENOSIDOS A Y B;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;GRISI CORP.;CIRUELAX;2005-01-01;CIRUELAX JALEA 300 G;CASSIA ANGUSTIFOLIA;2015-04-01;2015-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;GRISI CORP.;CIRUELAX;2005-01-01;CIRUELAX JALEA 300 G;CASSIA ANGUSTIFOLIA;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;GRISI CORP.;CIRUELAX;2005-01-01;CIRUELAX JALEA 300 G;CASSIA ANGUSTIFOLIA;2018-04-01;2018-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2013-07-01;SENOSIDOS A.B G.I TABL 187 MG 30;SENOSIDOS A Y B;2016-12-01;2017-04-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2013-07-01;SENOSIDOS A.B G.I TABL 187 MG 30;SENOSIDOS A Y B;2017-04-01;2017-08-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2013-07-01;SENOSIDOS A.B G.I TABL 187 MG 30;SENOSIDOS A Y B;2018-04-01;2018-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2013-07-01;SENOSIDOS A.B G.I TABL 187 MG 30;SENOSIDOS A Y B;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;MUGASIN;1994-12-01;MUGASIN POLVO LIMA/L 230 G;PLANTAGO PSYLLIUM;2014-04-01;2014-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;MUGASIN;1994-12-01;MUGASIN POLVO LIMA/L 230 G;PLANTAGO PSYLLIUM;2014-08-01;2014-12-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;MUGASIN;1994-12-01;MUGASIN POLVO LIMA/L 230 G;PLANTAGO PSYLLIUM;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;MEDA PHARMA S DE RL;AGIOLAX;1996-06-01;AGIOLAX GRAN  SOBRES 10 5 G;CASSIA ANGUSTIFOLIA + PLANTAGO OVATA;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;MEDA PHARMA S DE RL;AGIOLAX;1996-06-01;AGIOLAX GRAN  SOBRES 10 5 G;CASSIA ANGUSTIFOLIA + PLANTAGO OVATA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;MEDA PHARMA S DE RL;AGIOLAX;1996-06-01;AGIOLAX GRAN  SOBRES 10 5 G;CASSIA ANGUSTIFOLIA + PLANTAGO OVATA;2017-12-01;2018-04-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;FARMASA;BEKUNIS;1900-12-01;BEKUNIS TE POLVO 80 G;SENOSIDOS A Y B;2014-04-01;2014-08-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;FARMASA;BEKUNIS;1900-12-01;BEKUNIS TE POLVO 80 G;SENOSIDOS A Y B;2014-12-01;2015-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;FARMASA;BEKUNIS;1900-12-01;BEKUNIS TE POLVO 80 G;SENOSIDOS A Y B;2016-04-01;2016-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;FARMASA;BEKUNIS;1900-12-01;BEKUNIS TE POLVO 80 G;SENOSIDOS A Y B;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;BAUSCH HEALTH;REGULACT;2000-09-01;REGULACT JBE 3.33 MG /5ML 240 ML;LACTULOSA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;BAUSCH HEALTH;REGULACT;2000-09-01;REGULACT JBE 3.33 MG /5ML 240 ML;LACTULOSA;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;BAUSCH HEALTH;REGULACT;2000-09-01;REGULACT JBE 3.33 MG /5ML 240 ML;LACTULOSA;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;MEDA PHARMA S DE RL;AGIOLAX;1987-12-01;AGIOLAX GRAN 100 G;CASSIA ANGUSTIFOLIA + PLANTAGO OVATA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;MEDA PHARMA S DE RL;AGIOLAX;1987-12-01;AGIOLAX GRAN 100 G;CASSIA ANGUSTIFOLIA + PLANTAGO OVATA;2016-04-01;2016-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;PISA;AGRULAX;2006-05-01;AGRULAX PVO SB CIRUE 5 15 G;HIDROXIDO DE MAGNESIO;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;PISA;AGRULAX;2006-05-01;AGRULAX PVO SB CIRUE 5 15 G;HIDROXIDO DE MAGNESIO;2016-12-01;2017-04-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;FARMACOS CONTINENTALES;MOTILAXIL;2008-10-01;MOTILAXIL SOLN 5 MG /5ML 120 ML;PICOSULFATO DE SODIO;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;FARMACOS CONTINENTALES;MOTILAXIL;2008-10-01;MOTILAXIL SOLN 5 MG /5ML 120 ML;PICOSULFATO DE SODIO;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;NOVAG INFANCIA, S.A. DE C.V.;NOVAKOSID;2005-12-01;NOVAKOSID TABL 187 MG 20;SENOSIDOS A Y B;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;QUIFA PERRIGO;MAGNESIA NORMEX;1995-09-01;MAGNESIA NORMEX SUSP 360 ML;CARBONATO DE MAGNESIO;2015-04-01;2015-08-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;GENOMA LAB INT;SENOSIDOS AB GIMMN;2009-08-01;SENOSIDOS AB GIMMN TABL 8.6 MG 20;SENOSIDOS A Y B;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;MUGASIN;2012-06-01;MUGASIN POLVO NATURA 230 G;PLANTAGO PSYLLIUM;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;NOVAG INFANCIA, S.A. DE C.V.;PLANTAGO PSYLL G.I;1999-07-01;PLANTAGO PSYLL G.I POLVO 49.7 % 400 G;PLANTAGO PSYLLIUM;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;MEDA PHARMA S DE RL;AGIOLAX;1990-06-01;AGIOLAX GRAN  SOBRES 20 5 G;CASSIA ANGUSTIFOLIA + PLANTAGO OVATA;2014-04-01;2014-08-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;MEDA PHARMA S DE RL;AGIOLAX;1990-06-01;AGIOLAX GRAN  SOBRES 20 5 G;CASSIA ANGUSTIFOLIA + PLANTAGO OVATA;2015-12-01;2016-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;SANOFI CORP;LAXOBERON;1972-07-01;LAXOBERON TABL 5 MG 20;PICOSULFATO DE SODIO;2018-04-01;2018-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;SANOFI CORP;LAXOBERON;1972-07-01;LAXOBERON TABL 5 MG 20;PICOSULFATO DE SODIO;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SEKELAX;2011-02-01;SEKELAX TABL 187 MG 20;SENOSIDOS A Y B;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SEKELAX;2011-02-01;SEKELAX TABL 187 MG 20;SENOSIDOS A Y B;2017-04-01;2017-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;FARMACOS CONTINENTALES;MOTILAXIL;2013-09-01;MOTILAXIL TABL 5 MG 20;PICOSULFATO DE SODIO;2015-04-01;2015-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;ABBOTT;DUPHALAC;2017-07-01;DUPHALAC JBE DUO PACK 150 ML;LACTULOSA;2018-04-01;2018-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;GLAXO SMITHKLINE CORP.;SENOKOT;2010-05-01;SENOKOT TABL NATURAL 8.6 MG 60+ SENOK CHOC 18;SENOSIDOS A Y B;2014-08-01;2014-12-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;PLANTAGO PSYLLIUM;2012-10-01;PLANTAGO PSYLLIUM PVO LIMALIMO 500 G;PLANTAGO PSYLLIUM;2014-04-01;2014-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;PROTEIN-APOTEX;PLANTAGO PSYLLIUM;2012-10-01;PLANTAGO PSYLLIUM PVO LIMALIMO 500 G;PLANTAGO PSYLLIUM;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;PROGELA;SENOSIDOS AYB GI P;2017-07-01;SENOSIDOS AYB GI P CAPS 30;SENOSIDOS A Y B;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;PROGELA;SENOSIDOS AYB GI P;2017-07-01;SENOSIDOS AYB GI P CAPS 30;SENOSIDOS A Y B;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;PROGELA;SENOSIDOS AYB GI P;2017-07-01;SENOSIDOS AYB GI P CAPS 30;SENOSIDOS A Y B;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;CHINOIN;ANARA;1974-08-01;ANARA TABL 5 MG 20;PICOSULFATO DE SODIO;2016-08-01;2016-12-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;CHINOIN;ANARA;1974-08-01;ANARA TABL 5 MG 20;PICOSULFATO DE SODIO;2017-12-01;2018-04-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;CHINOIN;ANARA;1974-08-01;ANARA TABL 5 MG 20;PICOSULFATO DE SODIO;2018-04-01;2018-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;CHINOIN;ANARA;1974-08-01;ANARA TABL 5 MG 20;PICOSULFATO DE SODIO;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;COLUMBIA CORP;PSILUMAX;1990-12-01;PSILUMAX PVO.NAT.S/AZ 250 G;PLANTAGO PSYLLIUM;2017-04-01;2017-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;LOEFFLER;ESTRIN;2003-11-01;ESTRIN SUP INF 10;GLICEROL;2015-04-01;2015-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;SENOSIAIN;SENOSIAIN;2017-03-01;SENOSIAIN SUP LACT DUO PACK 20;GLICEROL;2017-12-01;2018-04-01;lanzamiento
ALTA;A06A  DROGAS PARA CONSTIPACION;QUIFA PERRIGO;DIOCAPS;2018-06-01;DIOCAPS CAPS DUOPACK 100 MG 2X30;DOCUSATO DE SODIO;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;JOHNSON+JOHNSON CO;RESOTRANS;2012-05-01;RESOTRANS TABL 2 MG 14;PRUCALOPRIDA;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;NOVAG INFANCIA, S.A. DE C.V.;NOVAGON;2010-09-01;NOVAGON PVO NJA-PI�A 400 G;PLANTAGO PSYLLIUM;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2007-08-01;SENOSIDOS A.B G.I TABL 187 MG 20;SENOSIDOS A Y B;2014-12-01;2015-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2007-08-01;SENOSIDOS A.B G.I TABL 187 MG 20;SENOSIDOS A Y B;2015-12-01;2016-04-01;BAJA, por demanda
BAJA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2007-08-01;SENOSIDOS A.B G.I TABL 187 MG 20;SENOSIDOS A Y B;2017-04-01;2017-08-01;lanzamiento
BAJA;A06A  DROGAS PARA CONSTIPACION;KENER CORP.;SENOSIDOS A.B G.I;2007-08-01;SENOSIDOS A.B G.I TABL 187 MG 20;SENOSIDOS A Y B;2018-12-01;2019-04-01;BAJA, por demanda
